security_code,security_nanme,list_date,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,label1,label2,label3
688357.SH,建龙微纳,12/4/19,0,1,0,2,0,0,22.728,77.272,22.728,77.272,24.82,0.6173,2.6959,31.74,28021.0526,-6.5376,29.2184,-22.6101,0,0,0,0,427.4762,21.3738,0,0,0,0,0,0,0,0,0,1.59,0.75,7.1088,11.7666,1.906,-0.7767,27.5143,22.3019,13.8758,36.6858,39.2126,60.7874,17.183,6.514,4.9403,2.0454,29.4514,3.6832,0,17.4831,79.9541,61.8647,54.8731,2.216,0.9328,0.1055,0.6986,14.8532,0,0,0,215.9888,110.2148,92.3536,2.9235,2.1838,2.5526,1.1879,1.0173,0.499,-7.425,1.1094,54.3689,10.4712,55.7386,88.3423,-48.8212,0,0,0,-597.9954,0,87.7293,2.8436,31.8077,3.9839,9.6811,0,0,5
603603.SH,博天环境,2/17/17,0,0,1,3,0,0,56.2085,43.7915,56.2085,43.7915,35.48,14.8826,34.6452,35.48,-19.6767,630.7076,10.0865,-9.1534,69.3384,0,69.3384,0,478.5081,2.0449,34.7935,-94.6501,30.9609,0.6149,3.5319,18.4523,66.0352,10.69,-32.8836,-0.58,0.6508,3.9944,1.3584,0.9875,0.1145,-15.525,-14.8689,-1.0557,-20.7,11.3615,88.6385,30.328,6.0149,11.4297,10.1797,-12.7443,2.7037,0,0,0,80.4022,82.4836,5.7089,0.6406,0.1436,0.4853,-0.7649,0,58.9093,75.4378,458.1674,-193.4847,148.8226,1.8142,0.8728,0.4143,0.3718,8.5199,0.1356,-0.6616,0.3603,-245,-42.8548,-256.8684,-254.596,1099.7459,-252.4408,-0.9088,27.8429,112.1584,22.9349,-269.3586,-27.4856,-14.2916,6.5117,-37.5572,1,0,5
603860.SH,中公高科,8/2/17,0,0,0,2,0,0,36.2627,63.7373,36.2627,63.7373,46.24,1.9121,8.6298,46.24,0,0,-2.3878,2.4461,0,0,0,-0.3672,400.6691,1.6421,36.1604,-18.294,25.3646,0,2.9113,43.0916,181.2225,12.8,86.5464,0.23,-0.2257,1.7502,3.31,4.2017,-0.8592,2.51,13.123,2.4823,3.3466,47.0082,52.9918,35.1299,5.0828,22.1898,-0.8381,16.1296,8.6954,13.9971,-0.1108,63.2612,97.6611,12.2061,1.139,8.2926,2.1564,7.509,0,0.1061,-7.1694,0.0006,420.9127,356.1622,144.9499,1.8627,0.9784,4.1699,0.2819,0.6723,0.1671,0.3249,0.7534,4.5455,-2.8826,10.7321,3.2388,32.4517,-3.3984,6.8657,-5.673,71.9478,5.0638,0.9093,-1.268,0.9202,-1.3596,14.2749,0,0,5
601811.SH,新华文轩,8/8/16,1,0,1,3,0,0,64.182,0,100,0,49.11,49.1103,92.5372,49.11,-48.8113,1467.2465,4.6902,-4.4893,88.9834,0.5496,88.207,0,632.2328,2.5911,15.6402,15.8646,13.3884,4.878,1.7895,15.2763,17.5201,11.04,-6.6588,0.61,0.7772,4.7238,2.085,2.6896,1.3286,8.6779,12.6815,5.2112,11.5706,38.1177,61.8823,26.8219,13.31,13.8608,-0.3916,14.2392,0.0427,18.6134,-2.5148,83.8413,104.9022,41.468,1.7085,1.5475,0.7756,1.1255,0,0.1183,-20.5516,0.6048,239.8959,-63.6761,162.8815,1.6576,3.5058,0.8894,0.7038,4.4706,0.4152,1.9348,1.4891,24.4898,6.3784,31.0607,29.197,64.9867,17.0708,6.3956,15.7092,590.3058,10.0569,25.0656,4.9986,3.0105,11.2826,45.2654,0,0,5
603021.SH,山东华鹏,4/23/15,0,0,0,2,0,0,100,0,100,0,25.27,25.2707,56.6791,16.48,-36.5866,688.8421,-1.187,1.2013,22.7151,0,16.0801,-8.4232,218.0195,0.8935,278.3881,-145.501,17.8115,1.2994,1.4098,24.9242,-45.9602,10.47,-29.9376,-0.08,0.0704,1.8086,1.8862,1.1155,-0.1589,-1.8767,-4.7099,0.2365,-2.5023,19.7439,80.2561,21.9118,7.2498,7.4987,5.9011,-4.5828,1.2623,0,0,0,76.5924,54.777,2.2113,0.5663,0.0577,0.3133,0.2029,0,36.7466,40.1729,267.9013,-32.7229,161.985,1.6668,2.5492,0.8981,0.8164,0.4077,0.1975,-1.0245,0.3788,-900,-3.2791,-963.6643,-870.7074,-81.2421,-725.0606,-1.1484,7.138,71.2682,2.8024,-1603.3242,-1.1991,-2.3311,0.9704,44.4157,0,0,5
002806.SZ,华锋股份,7/26/16,0,0,0,2,0,0,59.943,40.057,59.943,40.057,32.02,12.8619,32.108,32.02,14.9755,359.416,10.1188,-9.1839,33.9665,0,33.9665,11.5961,1189.1127,4.8734,43.0989,155.6626,26.3198,0.26,2.4417,39.6693,-257.8975,11.71,5.8212,0.0192,0.2509,2.5038,4.6736,1.3967,-0.1144,0.2675,0.9649,0.914,0.3567,21.5684,78.4316,22.6557,6.697,10.4309,2.4464,0.9785,3.0814,0,3.8745,-145.2293,84.2434,25.1487,1.336,1.3455,0.2227,1.0235,1.4759,0.2912,4.2182,6.6674,301.8886,160.3224,94.991,2.8424,1.305,1.9072,0.7727,1.5001,0.2532,3.06,0.6015,-88.7125,19.2719,-82.7377,-82.1571,64.9922,-86.077,4.6412,22.0699,-257.3404,9.2971,-81.9394,29.7232,-0.0707,-4.3159,-23.9364,0,4,5
300749.SZ,顶固集创,9/25/18,0,0,0,2,0,0,42.0471,57.9529,42.0471,57.9529,31.05,2.2215,10.788,37.17,24100,-97.6398,27.086,-21.313,0,0,0,0,3141.5318,13.7185,51.4006,54.6777,31.7064,0,5.1545,131.5269,-1505.1623,4.03,206.4396,0.26,-0.0183,2.9165,1.2229,1.3544,-0.1143,7.0211,8.8373,6.2315,9.3615,38.4141,61.5859,28.0163,13.399,10.3065,0.2212,10.2274,4.0897,5.9894,-0.4257,90.0988,101.2241,27.4982,1.3793,2.405,0.6508,1.8581,48.5888,0.044,-2.3317,1.9768,167.6433,69.1997,108.7311,2.4832,4.5831,2.7427,0.9391,2.6113,0.5797,1.6092,2.2538,-21.2121,9.5892,4.6563,4.9337,-117.9235,-4.288,7.3928,-6.4759,-108.1216,3.1758,2.7194,10.0082,-42.3569,5.2448,0.9373,0,0,5
002783.SZ,凯龙股份,12/9/15,0,1,0,2,0,0,84.1898,15.8102,84.1898,15.8102,14.88,14.8771,27.2525,0,42.115,427.8977,11.9868,-10.7121,18.5186,0,18.5186,-1.053,1341.8528,5.4994,59.6567,23.9652,18.9455,1.3405,3.4655,21.1024,104.0247,14.15,8.3304,0.25,0.3003,3.6906,1.2698,1.7502,-1.9542,5.6876,10.3,5.1453,7.5835,35.9542,64.0458,23.4081,10.3708,8.0115,2.4001,11.9559,2.6256,4.3361,-0.0786,87.2167,86.033,47.3609,1.8997,1.4581,0.4101,1.2917,6.2318,2.1129,14.0179,29.6299,124.528,33.0689,52.9085,5.1032,3.7699,2.9521,0.8662,1.3769,0.344,2.1117,0.754,-16.6667,4.1853,5.2782,5.3549,33.2354,-22.7027,18.0042,28.8042,-301.4633,24.0593,3.9742,4.8833,6.6697,8.4858,85.8073,0,4,5
002836.SZ,新宏泽,12/29/16,0,0,0,2,0,0,100,0,100,0,64.77,64.77,74.1875,64.77,-2.0761,308.4804,9.9303,-9.0302,20.8326,0,20.5223,0,1203.0875,4.9307,38.056,281.1503,28.9926,0.7536,4.8623,22.3377,37.8659,13.1,-28.8996,0.17,0.3842,1.816,0.2186,0.9442,-0.3132,6.4805,10.3489,6.1873,8.6407,32.6503,67.3497,20.4293,3.6916,9.7435,1.5075,12.415,5.4867,0.6869,-0.9975,92.3755,119.6987,37.075,1.5892,1.2957,0.6644,1.0253,9.0323,1.1065,-3.6425,4.3849,126.4081,0.8442,55.5646,4.8592,3.8112,2.1503,1.0839,1.3811,0.4544,2.4205,1.1653,6.25,71.1429,10.2627,7.8201,10.7926,14.28,-7.0127,133.8039,24.8813,41.5518,20.28,83.2272,-12.2367,42.8307,9.4047,0,4,5
300649.SZ,杭州园林,5/5/17,0,0,0,2,0,0,25,75,25,75,9,0.1995,1.4091,0,-61.7439,422.7931,7.2661,-6.7654,0,0,0,0,872.8253,3.5772,51.1519,103.135,45.4885,0.2712,7.9533,70.1558,38.1484,18.05,266.9136,0.33,0.1069,4.2037,0.521,1.279,-0.087,11.3681,7.8313,6.7061,15.1575,21.3658,78.6342,11.2943,0.2899,5.6365,0.0096,9.2203,5.3582,-0.0869,0.0474,112.9281,72.3664,55.1899,2.2316,1.3683,0.1315,0.6221,896.901,0.0104,-1.642,0.5316,225.1321,109.5989,136.7107,1.975,3.0536,2.337,1.1156,2.781,0.7758,3.3369,3.8949,32,43.1082,33.4728,28.0169,183.9092,15.4684,15.7372,284.2905,69.1578,88.3997,33.64,47.2019,8.241,63.1015,-17.3323,0,0,5
600928.SH,西安银行,3/1/19,1,1,1,0,0,0,10,90,10,90,17.99,0.0413,0.3328,0,0,0,10.7516,-9.7478,0.3093,0,0,0,1770.4214,8.5528,16.615,-42.119,0,0,2.0427,-2.2965,14.5658,11.9,776.1972,0.46,-0.338,1.1519,0.831,2.2015,-0.1602,9.3303,39.2891,0,12.4404,0,0,0,0,24.841,0,151.5729,0,20.0812,-0.0565,79.4326,0,91.2591,11.4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2222,18.2555,6.6787,5.8317,93.1486,-6.7153,19.512,11.728,93.2416,12.3652,11.3063,30.676,4.4088,8.9991,69.2184,0,0,5
603101.SH,汇嘉时代,5/6/16,0,0,0,3,0,0,100,0,100,0,62.39,62.3948,75.1207,62.39,-36.5876,635.9231,18.0318,-15.2862,7.275,0,7.275,0.0011,585.1239,2.398,80.0778,-15.5183,16.4101,0.7074,2.0519,202.1936,78.5289,11.21,-17.9952,0.1019,0.3693,9.6388,1.0154,1.9563,-0.5415,2.5232,1.0653,2.2245,3.3643,18.8524,81.1476,16.5979,10.9259,4.1258,1.4196,1.0743,0,-0.9826,-6.1353,102.384,109.0677,63.1012,2.7101,0.3946,0.0503,0.2908,1.9074,0,21.1253,32.5821,32.5558,-66.9042,21.47,12.5757,24.3554,2.7147,3.2117,2.1596,0.8216,-2.5466,1.4722,-74.5123,28.8089,-55.016,-56.4455,178.1428,-64.568,0.6945,-2.8968,-341.011,-1.6019,-64.322,33.1544,-26.6896,-10.435,-21.3065,3,0,5
603558.SH,健盛集团,1/27/15,0,0,0,2,0,0,92.2859,7.7141,92.2859,7.7141,35.42,35.4173,54.1493,35.42,16.7828,338.6929,-5.4102,5.7175,19.2233,0,15.2075,-7.5657,186.1426,0.7629,18.5239,-35.4832,12.7122,0.8639,1.4878,16.6501,15.5617,9.67,-17.4948,0.56,0.7273,3.1509,4.589,1.8435,-0.0002,7.7157,17.3011,7.1136,10.2876,29.3664,70.6336,12.0296,2.7939,6.6128,-0.2307,21.426,2.8537,-2.3718,-1.5931,85.427,101.8497,17.078,1.206,1.8499,0.5614,1.1733,0,0.0324,2.8535,11.3772,180.4341,131.3088,121.8925,2.2151,4.6121,5.4961,1.0974,1.0991,0.3614,2.4104,0.7222,33.3333,14.6435,30.3553,28.7736,34.3978,26.2567,3.7881,4.8561,99.687,3.9847,30.6756,11.3044,4.6862,0.5377,-0.3568,0,0,5
300679.SZ,电连技术,7/31/17,0,1,1,3,0,0,47.5039,52.4961,47.5039,52.4961,25.41,3.7313,15.5373,37.62,0,0,23.1514,-18.8094,19.3042,3.045,11.1712,-3.4861,1253.7243,5.1382,35.7195,5.444,21.6016,0,2.3281,23.2617,45.429,15.49,18.6936,0.5,0.1788,5.314,7.4696,3.556,0.6589,4.0986,9.2523,3.8329,5.4648,27.6759,72.3241,17.7285,4.0669,5.5454,-1.3692,11.3882,9.4854,19.1655,-0.1431,85.0304,92.0905,15.2153,1.1795,5.2162,1.8585,4.6374,0,0.0042,-27.5348,0,153.8105,53.7031,70.7785,3.8147,3.2518,2.6971,0.4735,3.591,0.3737,0.5637,2.4609,-30.5556,58.7513,-26.4442,-26.4976,-77.0133,-33.7556,4.6012,149.0368,125.7141,16.5526,-31.7101,83.2477,-20.463,9.2043,82.0259,1,0,5
300808.SZ,久量股份,11/29/19,0,0,0,2,0,0,25,75,25,75,42.88,0.2289,0.9564,42.88,0,0,39.9745,-28.5687,0,0,0,0,343.05,14.9152,0,0,0,0,0,0,0,0,0,0.57,0.2,5.4539,3.4395,1.8802,-0.2797,11.242,10.5236,8.679,14.9894,23.8516,76.1484,10.7984,4.3484,2.9594,0.2735,12.4506,3.217,-0.9051,3.0198,103.2388,96.7128,38.4815,1.6255,1.5869,0.1223,1.0104,47.3989,0.1646,0,0,208.645,133.0521,106.7812,2.5285,2.6506,3.5718,1.2099,3.3406,0.6695,3.324,1.9186,5.5556,1.8105,-1.2977,1.0539,0,0,0,0,0,0,5.3767,1.6257,11.8613,16.4498,121.1957,0,0,5
002759.SZ,天际股份,5/28/15,0,0,0,2,0,0,100,0,100,0,30.56,30.5601,76.294,30.56,37.6833,262.6136,5.6174,-5.3202,46.6584,0,46.6584,0,956.9022,3.9217,29.7628,163.2962,35.158,0.2657,1.4974,50.3928,13.2491,9.94,-27.948,0.8595,-0.1703,1.4069,4.7663,1.6762,-0.1603,11.7533,67.0019,10.5267,15.6711,24.6603,75.3397,17.794,6.8017,4.5628,2.2268,74.6697,4.2027,91.0552,0.0688,8.9368,80.5275,14.6399,1.1715,1.6397,0.1144,1.2398,31.5875,0.0542,4.4674,6.9434,316.8398,196.8726,120.218,2.2459,1.3732,2.2506,0.5425,0.9762,0.1497,1.1127,0.3014,692.1659,-8.0929,554.4669,553.1069,-170.9588,757.675,-9.8701,8.1219,-896.8474,-7.6196,673.0218,-3.8412,0.3087,-10.8807,14.6096,0,5,5
603868.SH,飞科电器,4/18/16,1,1,1,3,0,0,100,0,100,0,80.99,80.9917,93.4372,80.99,-38.9647,1536.8929,0.3785,-0.3804,84.4026,0.2221,81.5846,0,275.7186,1.13,19.2708,-122.4927,13.7701,5.4215,6.1765,29.007,24.5878,12.02,-3.9612,1.22,0.4773,6.2449,1.5795,2.6005,-1.3534,20.8972,19.4521,19.5678,27.863,38.973,61.027,15.0695,10.1099,3.2574,-0.1127,25.9389,1.8149,2.8561,6.9443,90.0124,111.1059,28.006,1.389,2.4337,0.4449,1.6097,0,0.0809,-3.2238,0.0079,159.3059,39.9494,103.6175,2.6057,4.8484,2.2621,1.168,4.6289,0.7626,1.9808,2.9485,-14.0845,-3.5086,-17.612,-15.1911,-27.4564,-17.8906,4.0693,11.9869,-89.8962,6.1086,-14.6714,1.6132,-4.9002,-7.0222,2.7911,0,0,5
300771.SZ,智莱科技,4/22/19,0,0,0,2,0,0,25,75,25,75,20.86,0.5298,2.4803,20.86,0,0,18.9684,-15.9453,3.0523,1.7605,1.2918,0,1473.6726,8.5679,28.0087,1854.5241,24.6439,0,10.3444,50.0051,21.2782,0,1363.4916,2.51,0.7573,8.0195,8.3204,5.527,2.3806,20.7025,27.7855,19.5414,27.6033,48.06,51.94,17.865,11.9661,3.3729,-2.2919,42.2565,4.8179,0.9255,0.0087,89.0767,76.2254,14.0515,1.1635,6.7584,2.2628,5.5846,0,0.0045,-4.8842,0.4477,246.6346,150.1017,190.7485,1.4155,4.8313,2.797,0.6651,9.4893,0.6033,0.8333,7.7762,12.5561,14.046,33.2629,31.9926,-37.969,0,0,0,148.44,0,33.2057,11.6314,81.0706,99.5735,111.7696,0,0,5
603900.SH,莱绅通灵,11/23/16,0,0,0,3,0,0,100,0,100,0,31.16,31.1583,78.4809,56.29,-50.3569,1028.0519,6.6175,-6.1938,16.0679,9.4363,0,0.9462,800.5059,3.2808,23.5081,1130.6034,13.5078,1.1117,1.8226,25.9698,12.3376,13.3,-20.16,0.4234,-0.1084,3.0057,3.2119,2.3244,-0.0098,6.0816,14.0521,6.9953,8.1088,58.2768,41.7232,40.7841,31.7305,9.0241,0.024,16.4478,0.0056,10.0971,12.7611,77.3962,129.0017,13.2345,1.1525,7.1427,0.1927,2.4496,780.4668,0.0034,-2.0241,0.0269,1003.9828,909.6324,976.0706,0.2766,9.6732,2.8617,0.4034,15.0323,0.3736,0.4707,6.4764,-32.4182,-22.7914,-37.664,-32.4561,-129.4214,-30.532,-2.7104,-1.9044,95.2205,-2.6275,-32.4357,-19.4718,-2.5046,-3.0265,-16.7654,0,0,5
603322.SH,超讯通信,7/28/16,0,0,0,3,0,0,100,0,100,0,46.77,46.771,71.4826,46.77,251.3277,122.755,-5.9933,6.3871,7.9254,0,7.9254,-1.7274,1388.6641,5.6912,362.0888,30.0791,44.2145,0.3018,6.5091,65.2392,-34.8448,10.18,-7.9224,-0.36,-1.3389,5.9725,1.1325,0.6139,-1.4316,-10.3968,-3.0172,-0.1097,-13.8624,18.9377,81.0623,18.5956,3.4746,6.9773,2.902,-3.1819,5.2416,0,0,0,89.441,70.6096,3.4025,1.3449,0.1573,1.2633,-0.0896,0.3888,12.4389,21.2598,429.9471,152.7902,40.6809,6.637,0.6936,0.9742,0.497,15.3881,0.4216,1.8395,3.6309,-427.2727,1.0503,-176.6249,-183.6315,-60.4873,-596.9978,-12.634,16.1549,-165.6069,9.9987,-184.6988,6.635,-37.0648,0.4948,-14.2227,0,0,5
601198.SH,东兴证券,2/26/15,1,1,1,0,0,0,100,0,100,0,52.74,52.7419,69.3624,52.74,-26.9582,317.6842,7.6042,-6.9929,68.9042,0,64.5535,0.0002,227.1494,0.9309,26.3496,7.7715,0,1.2215,1.7244,-35.306,15.2664,11.47,-6.228,0.4,1.4799,1.0191,3.5396,1.4787,1.5831,5.5585,39.4108,0,7.4114,0,0,0,0,54.2209,0,71.6714,0,63.297,5.4767,31.0405,0,76.5,4.2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8571,27.4202,35.9016,43.113,211.3751,37.4964,3.4669,1.9224,4436.1938,2.281,42.3271,21.3047,3.7229,14.8235,38.7579,1,0,5
603196.SH,日播时尚,5/31/17,0,0,0,2,0,0,27.25,72.75,27.25,72.75,54,0.5833,3.0138,54,0,0,10.4843,-9.4878,1.5031,0,0,-1.9113,2059.727,8.4415,79.5277,36.0817,29.8497,0,2.2204,-84.5914,112.4088,12.03,31.0584,-0.0032,0.276,3.296,1.5964,1.024,-0.0993,-0.0831,-1.1322,-0.3232,-0.1109,59.1849,40.8151,56.2727,38.7603,12.9261,0.4627,-1.2083,4.1236,0,0,0,107.9827,23.2183,1.3024,3.0883,0.3189,1.7774,-1.0844,0.0469,-2.7551,3.3411,321.3489,199.3384,294.1551,0.9179,9.9288,2.2129,0.9663,4.8204,0.6442,1.4665,2.6834,-103.6739,-0.2176,-135.0802,-132.4378,163.4188,-103.7643,-1.4549,-7.2615,62.3763,-3.9234,-157.0655,5.3535,-2.5823,-8.2743,-16.9923,0,0,5
300802.SZ,矩子科技,11/14/19,0,0,0,2,0,0,25,75,25,75,24.5,0.2753,1.3007,24.5,0,0,50.1693,-33.4072,0,0,0,0,700.504,20.6031,0,0,0,0,0,0,0,0,0,0.88,1.11,4.0282,5.688,2.3931,-0.1387,15.9791,23.1053,14.3791,21.3055,39.9632,60.0368,12.6115,3.6259,5.4594,-1.9514,33.9261,5.4777,-0.3827,0.2324,97.7757,109.0906,17.874,1.2176,3.969,1.3509,3.107,0,0.0024,0,0,269.6096,176.9003,134.6671,2.0049,2.0009,2.9123,0.7645,2.5262,0.5358,1.0878,2.5031,-8.3333,-8.8748,-7.9875,-7.7236,35.4761,0,0,0,34.6773,0,-9.0852,-10.7229,7.8303,0.2321,128.6751,0,0,5
002903.SZ,宇环数控,10/13/17,0,0,0,1,0,0,44,56,44,56,38.25,0.674,2.9373,38.25,0,0,10.0612,-9.1264,5.5478,0,5.5478,0,2481.2675,10.1691,158.2812,-34.4199,52.4794,0,3.7353,-30.6161,-74.8354,15.39,161.7468,-0.0592,0.2929,0.269,1.6108,1.0431,-0.0236,-1.4692,-22.0134,-1.2502,-1.959,40.9485,59.0515,103.224,31.6186,42.4468,-0.6412,-16.26,29.7998,0,0,0,292.3663,9.7203,1.1077,10.6635,0.7864,8.467,0,0.0383,-1.8489,0,1854.1599,1223.5828,1142.345,0.2364,0.3793,0.4282,0.0756,0.6018,0.0586,0.0864,0.4413,-120.8451,-75.6682,-118.0685,-115.5016,158.245,-122.0408,-5.4199,-50.6397,98.1504,-15.4688,-119.3939,-53.4372,-3.7503,-8.7758,-14.8104,0,0,5
300733.SZ,西菱动力,1/16/18,0,0,0,2,0,0,42.3984,57.6016,42.3984,57.6016,34.17,1.9688,9.0178,34.17,0,0,6.4116,-6.0339,8.5721,0,8.5721,0.3989,1163.9618,4.7703,38.5381,-88.6323,16.9053,0,1.8582,22.7711,61.9183,15.73,34.7052,0.09,0.3348,2.1883,3.77,2.155,0.1804,1.3076,4.2438,1.1821,1.7434,19.0135,80.9865,15.0862,3.3413,5.944,1.5277,4.5783,4.2733,33.7837,0.091,65.5459,104.5318,21.8624,1.2798,1.9191,0.3079,1.4035,3.1961,0.013,1.1912,6.5486,298.4407,112.8609,156.5862,1.7243,1.9034,1.4549,0.5141,0.8621,0.2421,0.9276,0.6794,-75.6757,-12.0568,-74.8528,-75.9612,31.815,-74.616,0.412,-0.1601,52.7991,0.2863,-74.5114,-2.5631,-0.3397,0.7829,-26.3716,0,0,5
300469.SZ,信息发展,6/11/15,0,0,0,2,0,0,80.7924,19.2076,80.7924,19.2076,26.36,26.3556,37.667,26.36,8.2482,439.9917,16.4549,-14.1244,32.1546,0,32.1546,-7.0479,789.4311,3.2354,58.4862,106.7974,45.4636,0.2751,6.0352,680.7476,-41.7916,13.54,-11.5596,0.005,-0.832,2.2667,0.2617,0.994,-0.6808,0.1325,-0.5959,0.5433,0.1767,34.2302,65.7698,34.5911,10.5332,11.4979,2.5627,-0.6568,9.9974,0,0,0,79.208,63.5286,2.7419,1.4388,0.1016,0.8365,0.6444,0.6294,9.7318,15.1544,583.2768,382.9143,346.2202,0.7799,1.139,1.3476,0.4584,32.832,0.329,1.5705,1.611,-94.1176,25.9683,-193.0063,-195.3328,-1.5519,-92.4388,10.6915,4.2976,-6.6984,9.3167,-157.5027,28.5701,-38.3883,5.5825,42.2229,0,4,5
603607.SH,京华激光,10/25/17,0,0,0,2,0,0,25.011,74.989,25.011,74.989,31.63,1.4487,8.4455,31.63,0,0,19.667,-16.4359,2.0682,0,2.0682,0,2080.4834,8.5266,24.8241,44.0484,19.7132,0,3.1485,30.2553,23.2563,13.96,72.5688,0.54,0.8782,3.5837,3.3255,1.7751,-0.6643,8.792,15.0724,7.7916,11.7227,33.1272,66.8728,18.1628,4.0242,4.3526,-0.3594,19.9648,10.1454,6.6509,1.8025,86.7427,110.6216,19.8754,1.2481,3.0587,0.3903,2.5208,0,0.0164,-7.1933,0,193.9651,86.4957,82.1406,3.287,2.4145,2.5123,0.7492,2.3692,0.482,1.0145,1.9614,5.8824,13.3656,0.8578,2.5316,307.4449,-2.6002,8.3251,33.8799,-53.968,12.642,5.7555,17.2021,3.9931,10.4216,22.566,0,0,5
300554.SZ,三超新材,4/21/17,0,0,0,2,0,0,49.7748,50.2252,49.7748,50.2252,39.75,3.4916,12.4132,39.75,-61.8004,913.0957,21.1952,-17.4873,13.6822,0,12.8925,0,1927.13,7.8981,-114.0638,94.2502,28.2723,0,3.1817,17.3268,277.5017,16.94,16.8072,0.1307,0.9501,1.7773,2.3396,1.8445,2.2672,2.4405,7.3562,1.5147,3.2539,28.4743,71.5257,23.455,4.004,11.0121,0.8115,8.3161,7.6274,0,-0.832,49.8404,150.9823,45.4061,1.8317,1.4234,0.706,1.2574,9.1904,0.0786,-4.3609,0.7553,499.0104,35.0855,149.2838,1.8086,0.772,0.582,0.3287,0.7446,0.2031,0.8276,0.6344,-80.7284,-39.1191,-82.4708,-82.6058,127.7448,-79.8127,-4.5027,128.7189,1237.9123,29.8358,-80.7216,-15.1207,0.5332,28.3994,-11.1153,0,0,5
603268.SH,松发股份,3/19/15,0,0,0,2,0,0,100,0,100,0,30.14,30.1428,65.5489,30.14,-36.9531,378.7231,5.5822,-5.2889,32.3531,0,32.3531,1.243,265.7872,1.0893,57.1722,-31.3109,21.4956,0.5747,3.4401,49.1123,45.9891,10.44,-23.592,0.24,0.6537,3.4384,1.6832,2.3082,-0.3243,4.6855,9.9904,4.8784,6.2473,36.6193,63.3807,23.9299,6.8968,10.1225,2.5688,11.9231,4.3418,1.0883,-5.7956,105.429,103.051,42.1076,1.7273,1.445,0.1613,0.8484,5.5396,1.1933,12.7134,15.6691,286.1119,249.4954,195.8384,1.3787,2.9909,7.3737,0.879,1.5792,0.3428,4.4964,0.7572,-17.2414,0.1514,-11.1842,-14.1695,1238.9645,-21.689,4.7655,-11.9876,18.1098,-0.4509,-15.1492,1.544,3.9217,-2.0879,-2.2716,0,0,5
002865.SZ,钧达股份,4/25/17,0,0,0,2,0,0,31.5163,68.4837,31.5163,68.4837,39.74,1.0368,2.6531,39.74,-72.5239,1314.9059,4.8322,-4.6157,4.7128,1.6072,3.1055,0,3050.5803,12.5024,-514.4819,-31.2545,20.8977,0.2306,3.0034,-28.6156,-20.0619,11.64,31.7772,-0.23,-0.4425,4.2157,3.1235,2.5,-2.0759,-3.1663,-5.5743,-0.2014,-4.2217,20.2753,79.7247,26.4235,4.0337,12.2452,4.2851,-5.4881,5.8596,0,0,0,81.3592,51.354,2.0557,1.4162,0.2856,0.9614,-0.1723,1.2833,16.1858,19.8229,369.1438,96.9279,181.1809,1.4902,1.4365,0.9919,0.5152,1.3479,0.2727,1.5399,0.922,-171.875,-29.6442,-156.8268,-159.5324,-679.7151,-171.992,1.1547,9.9213,-449.5888,5.4746,-172.8233,-21.2221,-4.7352,-7.435,-16.687,0,0,5
300625.SZ,三雄极光,3/17/17,0,0,0,2,0,0,32.9741,67.0259,32.9741,67.0259,22.24,2.775,7.4823,67.42,-69.0832,539.4845,3.0202,-2.9484,8.3415,0,8.3415,1.3962,401.4929,1.6455,26.1926,-67.8976,17.5935,0,1.88,-55.9596,159.5287,12.25,-42.6132,0.56,0.5656,6.4126,4.3152,2.1478,0.0734,7.2909,8.6173,6.5608,9.7212,34.0235,65.9765,25.2493,16.4724,6.0606,0.127,9.722,2.5893,12.5662,-0.465,80.3102,80.1028,25.4397,1.3412,3.2477,0.387,2.6721,81.3158,0.0183,-3.2217,2.0365,195.9122,80.138,104.7656,2.5772,2.9623,2.3321,0.8022,5.3613,0.6355,1.1516,4.2168,21.7391,2.2158,20.4485,20.1919,334.5492,12.8349,5.6732,14.7316,120.112,7.8392,19.2363,-0.6841,3.1192,4.6893,17.0112,0,0,5
